ensembl_gene_id	gene_biotype	gene	percentage_gene_gc_content	total_counts	n_cells_by_counts
ENSG00000051108	protein_coding	HERPUD1	42.95	1705	1464
ENSG00000051128	protein_coding	HOMER3	56.77	678	640
ENSG00000051382	protein_coding	PIK3CB	40.59	40	38
ENSG00000051523	protein_coding	CYBA	61.63	5301	1969
ENSG00000051596	protein_coding	THOC3	43.01	2262	1891
ENSG00000051620	protein_coding	HEBP2	47.12	30	28
ENSG00000051825	protein_coding	MPHOSPH9	42.99	254	238
ENSG00000052126	protein_coding	PLEKHA5	38.09	724	672
ENSG00000052723	protein_coding	SIKE1	36.9	1836	1655
ENSG00000052749	protein_coding	RRP12	50.49	132	123
ENSG00000052795	protein_coding	FNIP2	40.58	353	331
ENSG00000052802	protein_coding	MSMO1	37	9167	5074
ENSG00000052841	protein_coding	TTC17	37.9	592	560
ENSG00000053108	protein_coding	FSTL4	46.68	73	67
ENSG00000053371	protein_coding	AKR7A2	52.87	2489	2136
ENSG00000053438	protein_coding	NNAT	54.16	491	332
ENSG00000053501	protein_coding	USE1	55.26	6120	4126
ENSG00000053702	protein_coding	NRIP2	51.39	361	306
ENSG00000053770	protein_coding	AP5M1	35.15	490	460
ENSG00000053900	protein_coding	ANAPC4	37.97	753	711
ENSG00000054116	protein_coding	TRAPPC3	49.8	3737	3022
ENSG00000054118	protein_coding	THRAP3	43.71	2277	2023
ENSG00000054148	protein_coding	PHPT1	66.23	5881	4299
ENSG00000054179	protein_coding	ENTPD2	65.81	27	23
ENSG00000054267	protein_coding	ARID4B	39.95	4268	3375
ENSG00000054282	protein_coding	SDCCAG8	39.81	643	613
ENSG00000054356	protein_coding	PTPRN	53.59	5889	3046
ENSG00000054523	protein_coding	KIF1B	41.99	29206	9442
ENSG00000054611	protein_coding	TBC1D22A	49.42	270	249
ENSG00000054654	protein_coding	SYNE2	40.76	31	29
ENSG00000054690	protein_coding	PLEKHH1	48.02	10284	5479
ENSG00000054793	protein_coding	ATP9A	46.63	7785	4920
ENSG00000054803	protein_coding	CBLN4	44	231	137
ENSG00000054965	protein_coding	FAM168A	41.55	9836	5935
ENSG00000054967	protein_coding	RELT	59.72	38	36
ENSG00000054983	protein_coding	GALC	39.12	622	571
ENSG00000055044	protein_coding	NOP58	41.15	746	698
ENSG00000055070	protein_coding	SZRD1	48.1	1254	1148
ENSG00000055118	protein_coding	KCNH2	59.57	246	211
ENSG00000055130	protein_coding	CUL1	41.21	3850	2992
ENSG00000055147	protein_coding	FAM114A2	37.35	2207	1943
ENSG00000055163	protein_coding	CYFIP2	44.29	3240	1786
ENSG00000055208	protein_coding	TAB2	38.87	2491	2132
ENSG00000055211	protein_coding	GINM1	42.05	949	908
ENSG00000055332	protein_coding	EIF2AK2	41.14	67	51
ENSG00000055609	protein_coding	KMT2C	38.65	2505	2154
ENSG00000055813	protein_coding	CCDC85A	38.51	433	375
ENSG00000055917	protein_coding	PUM2	37.42	3046	2498
ENSG00000055950	protein_coding	MRPL43	53.18	6003	4315
ENSG00000056097	protein_coding	ZFR	38.32	4589	3410
ENSG00000056277	protein_coding	ZNF280C	38.03	608	560
ENSG00000056487	protein_coding	PHF21B	52.73	38	36
ENSG00000056586	protein_coding	RC3H2	40.51	1988	1709
ENSG00000057019	protein_coding	DCBLD2	38.59	274	259
ENSG00000057252	protein_coding	SOAT1	39.63	88	83
ENSG00000057608	protein_coding	GDI2	43.74	6351	4526
ENSG00000057663	protein_coding	ATG5	39.61	1167	1096
ENSG00000057704	protein_coding	TMCC3	43.11	11124	6269
ENSG00000057757	protein_coding	PITHD1	44.53	4695	3565
ENSG00000057935	protein_coding	MTA3	43.08	1160	1034
ENSG00000058056	protein_coding	USP13	42.66	624	555
ENSG00000058063	protein_coding	ATP11B	36.02	1185	1094
ENSG00000058091	protein_coding	CDK14	37.97	1227	832
ENSG00000058262	protein_coding	SEC61A1	47.3	3004	2490
ENSG00000058272	protein_coding	PPP1R12A	36.07	1805	1607
ENSG00000058335	protein_coding	RASGRF1	49.95	1215	857
ENSG00000058404	protein_coding	CAMK2B	55.17	2565	1589
ENSG00000058600	protein_coding	POLR3E	51.68	4972	3644
ENSG00000058668	protein_coding	ATP2B4	46.5	283	221
ENSG00000058673	protein_coding	ZC3H11A	40.73	494	471
ENSG00000058799	protein_coding	YIPF1	43.43	1693	1514
ENSG00000058804	protein_coding	NDC1	40.2	621	577
ENSG00000058866	protein_coding	DGKG	44.7	1439	856
ENSG00000059122	protein_coding	FLYWCH1	52.33	1172	1014
ENSG00000059145	protein_coding	UNKL	57.82	56	50
ENSG00000059377	protein_coding	TBXAS1	44.8	545	462
ENSG00000059378	protein_coding	PARP12	45.81	37	33
ENSG00000059573	protein_coding	ALDH18A1	43.15	146	138
ENSG00000059691	protein_coding	GATB	43.81	101	97
ENSG00000059728	protein_coding	MXD1	40.74	730	690
ENSG00000059758	protein_coding	CDK17	37.8	1655	1501
ENSG00000059769	protein_coding	DNAJC25	42.76	310	294
ENSG00000059804	protein_coding	SLC2A3	44.55	971	719
ENSG00000059915	protein_coding	PSD	59.67	969	762
ENSG00000060138	protein_coding	YBX3	39.08	1835	1615
ENSG00000060237	protein_coding	WNK1	38.73	13887	7086
ENSG00000060339	protein_coding	CCAR1	41.75	2084	1832
ENSG00000060491	protein_coding	OGFR	63.45	1119	1043
ENSG00000060558	protein_coding	GNA15	52.65	921	719
ENSG00000060642	protein_coding	PIGV	48.34	392	374
ENSG00000060656	protein_coding	PTPRU	51.58	108	86
ENSG00000060688	protein_coding	SNRNP40	42.02	1469	1335
ENSG00000060709	protein_coding	RIMBP2	48.94	1374	859
ENSG00000060718	protein_coding	COL11A1	33.18	9	7
ENSG00000060749	protein_coding	QSER1	38.69	169	159
ENSG00000060762	protein_coding	MPC1	38.93	1559	1384
ENSG00000060971	protein_coding	ACAA1	51.46	3999	3188
ENSG00000060982	protein_coding	BCAT1	40.01	1823	1477
ENSG00000061273	protein_coding	HDAC7	54.88	738	673
ENSG00000061337	protein_coding	LZTS1	50.43	57	53
ENSG00000061656	protein_coding	SPAG4	59.57	42	37
ENSG00000061676	protein_coding	NCKAP1	35.82	3746	2760
ENSG00000061794	protein_coding	MRPS35	38.61	938	852
ENSG00000061936	protein_coding	SFSWAP	46.45	2055	1812
ENSG00000061938	protein_coding	TNK2	58.27	823	744
ENSG00000061987	protein_coding	MON2	36.21	7556	4727
ENSG00000062194	protein_coding	GPBP1	40.02	2596	2176
ENSG00000062282	protein_coding	DGAT2	52.02	2887	2338
ENSG00000062370	protein_coding	ZNF112	38.31	779	732
ENSG00000062485	protein_coding	CS	46.15	2613	2119
ENSG00000062582	protein_coding	MRPS24	50.93	8742	5523
ENSG00000062598	protein_coding	ELMO2	44.15	1082	993
ENSG00000062650	protein_coding	WAPL	39.86	1032	939
ENSG00000062716	protein_coding	VMP1	39.75	14875	6884
ENSG00000062725	protein_coding	APPBP2	39.71	3757	3021
ENSG00000062822	protein_coding	POLD1	55.06	27	23
ENSG00000063015	protein_coding	SEZ6	54.21	668	480
ENSG00000063046	protein_coding	EIF4B	42.8	2981	2435
ENSG00000063176	protein_coding	SPHK2	56.78	1004	925
ENSG00000063177	protein_coding	RPL18	55.98	20428	9425
ENSG00000063180	protein_coding	CA11	53.77	2430	1747
ENSG00000063244	protein_coding	U2AF2	56.03	1560	1412
ENSG00000063245	protein_coding	EPN1	54.85	4075	3198
ENSG00000063322	protein_coding	MED29	52.37	812	753
ENSG00000063587	protein_coding	ZNF275	49.09	269	255
ENSG00000063601	protein_coding	MTMR1	42.48	549	514
ENSG00000063660	protein_coding	GPC1	64.64	694	646
ENSG00000063761	protein_coding	ADCK1	47.62	459	443
ENSG00000063854	protein_coding	HAGH	53.32	4638	3492
ENSG00000063978	protein_coding	RNF4	47.38	2094	1851
ENSG00000064012	protein_coding	CASP8	43.9	514	446
ENSG00000064042	protein_coding	LIMCH1	40.5	6943	4682
ENSG00000064115	protein_coding	TM7SF3	40.31	4718	3584
ENSG00000064199	protein_coding	SPA17	37.97	39	36
ENSG00000064201	protein_coding	TSPAN32	63.03	38	29
ENSG00000064225	protein_coding	ST3GAL6	38.88	1231	958
ENSG00000064309	protein_coding	CDON	39.95	128	99
ENSG00000064313	protein_coding	TAF2	37.49	693	668
ENSG00000064393	protein_coding	HIPK2	45.66	4349	3292
ENSG00000064419	protein_coding	TNPO3	39.8	2062	1739
ENSG00000064490	protein_coding	RFXANK	54.66	640	605
ENSG00000064545	protein_coding	TMEM161A	51.6	1236	1127
ENSG00000064601	protein_coding	CTSA	56.04	6490	4303
ENSG00000064607	protein_coding	SUGP2	50	887	805
ENSG00000064651	protein_coding	SLC12A2	35.24	13997	6518
ENSG00000064652	protein_coding	SNX24	40.32	1153	1062
ENSG00000064655	protein_coding	EYA2	45.44	3243	2399
ENSG00000064666	protein_coding	CNN2	59.72	89	81
ENSG00000064687	protein_coding	ABCA7	60.49	172	146
ENSG00000064703	protein_coding	DDX20	40.26	48	24
ENSG00000064726	protein_coding	BTBD1	39.45	2707	2233
ENSG00000064763	protein_coding	FAR2	38.9	111	95
ENSG00000064787	protein_coding	BCAS1	40.73	6376	4072
ENSG00000064961	protein_coding	HMG20B	65.34	1186	1107
ENSG00000064995	protein_coding	TAF11	41.17	3019	2509
ENSG00000064999	protein_coding	ANKS1A	44.93	564	517
ENSG00000065000	protein_coding	AP3D1	56.41	1170	1012
ENSG00000065029	protein_coding	ZNF76	48.23	1103	1029
ENSG00000065054	protein_coding	SLC9A3R2	64.6	5784	3766
ENSG00000065057	protein_coding	NTHL1	61.44	533	513
ENSG00000065060	protein_coding	UHRF1BP1	42.65	457	433
ENSG00000065135	protein_coding	GNAI3	39.95	1285	1160
ENSG00000065150	protein_coding	IPO5	40.27	1656	1461
ENSG00000065154	protein_coding	OAT	42.49	1256	1075
ENSG00000065183	protein_coding	WDR3	36.95	118	110
ENSG00000065243	protein_coding	PKN2	36.25	2495	2138
ENSG00000065268	protein_coding	WDR18	62.29	1680	1441
ENSG00000065320	protein_coding	NTN1	49.77	10	8
ENSG00000065361	protein_coding	ERBB3	50.12	4411	3111
ENSG00000065413	protein_coding	ANKRD44	40.24	1117	1013
ENSG00000065427	protein_coding	KARS	45.57	1201	1093
ENSG00000065457	protein_coding	ADAT1	44.65	37	35
ENSG00000065485	protein_coding	PDIA5	45.22	51	30
ENSG00000065491	protein_coding	TBC1D22B	43.34	1616	1405
ENSG00000065526	protein_coding	SPEN	43.04	570	532
ENSG00000065534	protein_coding	MYLK	45.34	62	52
ENSG00000065559	protein_coding	MAP2K4	37.09	1645	1298
ENSG00000065600	protein_coding	PACC1	44.57	203	195
ENSG00000065609	protein_coding	SNAP91	36.62	1906	1373
ENSG00000065613	protein_coding	SLK	36.59	2529	2066
ENSG00000065615	protein_coding	CYB5R4	37.45	777	721
ENSG00000065621	protein_coding	GSTO2	43.48	284	258
ENSG00000065665	protein_coding	SEC61A2	43.14	3110	2585
ENSG00000065675	protein_coding	PRKCQ	43.1	1878	1611
ENSG00000065717	protein_coding	TLE2	54.68	863	808
ENSG00000065802	protein_coding	ASB1	47.31	1091	996
ENSG00000065809	protein_coding	FAM107B	43.19	711	661
ENSG00000065833	protein_coding	ME1	36.91	2087	1728
ENSG00000065882	protein_coding	TBC1D1	42.84	73	62
ENSG00000065883	protein_coding	CDK13	38.73	854	803
ENSG00000065911	protein_coding	MTHFD2	43.21	910	839
ENSG00000065970	protein_coding	FOXJ2	47.53	232	222
ENSG00000065978	protein_coding	YBX1	40.63	20271	9345
ENSG00000065989	protein_coding	PDE4A	54.53	2533	1837
ENSG00000066027	protein_coding	PPP2R5A	39.33	1593	1376
ENSG00000066032	protein_coding	CTNNA2	38.65	1424	1212
ENSG00000066044	protein_coding	ELAVL1	52.21	2010	1808
ENSG00000066084	protein_coding	DIP2B	41.84	5020	3715
ENSG00000066117	protein_coding	SMARCD1	48.48	4411	3431
ENSG00000066135	protein_coding	KDM4A	46.76	1228	1104
ENSG00000066136	protein_coding	NFYC	42.65	899	840
ENSG00000066248	protein_coding	NGEF	48.38	362	317
ENSG00000066294	protein_coding	CD84	41.6	199	180
ENSG00000066322	protein_coding	ELOVL1	58.76	9168	4956
ENSG00000066336	protein_coding	SPI1	52.62	1603	1097
ENSG00000066379	protein_coding	ZNRD1	41.39	1626	1465
ENSG00000066382	protein_coding	MPPED2	40.01	1022	602
ENSG00000066422	protein_coding	ZBTB11	40.31	705	632
ENSG00000066427	protein_coding	ATXN3	42.4	478	453
ENSG00000066455	protein_coding	GOLGA5	39.58	606	572
ENSG00000066468	protein_coding	FGFR2	45.41	7080	4524
ENSG00000066557	protein_coding	LRRC40	35.12	264	245
ENSG00000066583	protein_coding	ISOC1	38.93	312	287
ENSG00000066629	protein_coding	EML1	45.19	5172	3498
ENSG00000066651	protein_coding	TRMT11	37.69	122	117
ENSG00000066654	protein_coding	THUMPD1	40.19	1599	1397
ENSG00000066697	protein_coding	MSANTD3	43.76	335	319
ENSG00000066739	protein_coding	ATG2B	37.06	1177	1051
ENSG00000066777	protein_coding	ARFGEF1	38.38	2013	1730
ENSG00000066855	protein_coding	MTFR1	40.22	525	491
ENSG00000066926	protein_coding	FECH	42.64	2310	2000
ENSG00000066933	protein_coding	MYO9A	37.93	1364	1222
ENSG00000067048	protein_coding	DDX3Y	37.7	2243	1727
ENSG00000067057	protein_coding	PFKP	51.45	1500	1016
ENSG00000067064	protein_coding	IDI1	43.02	267	254
ENSG00000067082	protein_coding	KLF6	48.08	2958	2307
ENSG00000067141	protein_coding	NEO1	38.73	3841	2963
ENSG00000067167	protein_coding	TRAM1	38.27	1895	1673
ENSG00000067177	protein_coding	PHKA1	37.87	255	236
ENSG00000067182	protein_coding	TNFRSF1A	54.08	323	297
ENSG00000067191	protein_coding	CACNB1	54.39	347	304
ENSG00000067208	protein_coding	EVI5	38.19	1402	1150
ENSG00000067221	protein_coding	STOML1	52.84	1356	1080
ENSG00000067225	protein_coding	PKM	48.38	12760	5704
ENSG00000067248	protein_coding	DHX29	37.07	452	415
ENSG00000067334	protein_coding	DNTTIP2	39.28	1355	1155
ENSG00000067365	protein_coding	METTL22	49.56	787	732
ENSG00000067369	protein_coding	TP53BP1	41.72	959	807
ENSG00000067445	protein_coding	TRO	51.41	1382	979
ENSG00000067533	protein_coding	RRP15	37.63	547	522
ENSG00000067560	protein_coding	RHOA	46.57	10050	6023
ENSG00000067596	protein_coding	DHX8	47.76	318	286
ENSG00000067606	protein_coding	PRKCZ	56.45	4329	3396
ENSG00000067704	protein_coding	IARS2	39.19	708	672
ENSG00000067715	protein_coding	SYT1	35.61	17919	2391
ENSG00000067798	protein_coding	NAV3	35.89	912	807
ENSG00000067829	protein_coding	IDH3G	58.77	2231	1882
ENSG00000067836	protein_coding	ROGDI	63.26	3370	2568
ENSG00000067840	protein_coding	PDZD4	56.35	466	418
ENSG00000067842	protein_coding	ATP2B3	58.21	154	142
ENSG00000067900	protein_coding	ROCK1	36.91	2976	2486
ENSG00000067955	protein_coding	CBFB	40.51	1078	1001
ENSG00000067992	protein_coding	PDK3	40.8	1347	1192
ENSG00000068001	protein_coding	HYAL2	60.99	36	34
ENSG00000068024	protein_coding	HDAC4	51.33	825	728
ENSG00000068028	protein_coding	RASSF1	54.57	1038	976
ENSG00000068079	protein_coding	IFI35	50.97	92	88
ENSG00000068097	protein_coding	HEATR6	40.4	998	929
ENSG00000068120	protein_coding	COASY	57.56	1191	1092
ENSG00000068137	protein_coding	PLEKHH3	62	141	133
ENSG00000068305	protein_coding	MEF2A	36.86	2867	2336
ENSG00000068323	protein_coding	TFE3	52.48	836	778
ENSG00000068354	protein_coding	TBC1D25	47.97	65	61
ENSG00000068366	protein_coding	ACSL4	39.16	160	151
ENSG00000068383	protein_coding	INPP5A	54.13	732	689
ENSG00000068394	protein_coding	GPKOW	50.86	434	405
ENSG00000068400	protein_coding	GRIPAP1	50.22	2288	1939
ENSG00000068438	protein_coding	FTSJ1	50.6	795	756
ENSG00000068615	protein_coding	REEP1	46.05	682	564
ENSG00000068650	protein_coding	ATP11A	50.33	2027	1767
ENSG00000068654	protein_coding	POLR1A	46.69	688	652
ENSG00000068697	protein_coding	LAPTM4A	41.26	5140	3782
ENSG00000068745	protein_coding	IP6K2	47.61	2129	1802
ENSG00000068784	protein_coding	SRBD1	36.55	160	154
ENSG00000068796	protein_coding	KIF2A	38.86	914	793
ENSG00000068831	protein_coding	RASGRP2	55.63	1567	855
ENSG00000068878	protein_coding	PSME4	38.04	789	759
ENSG00000068885	protein_coding	IFT80	36.52	373	327
ENSG00000068903	protein_coding	SIRT2	53.55	30648	8334
ENSG00000068912	protein_coding	ERLEC1	38.1	2161	1866
ENSG00000068971	protein_coding	PPP2R5B	54.41	4000	3122
ENSG00000069020	protein_coding	MAST4	39.2	6209	4352
ENSG00000069122	protein_coding	ADGRF5	41.65	8	6
ENSG00000069188	protein_coding	SDK2	52.32	47	39
ENSG00000069248	protein_coding	NUP133	40.26	268	246
ENSG00000069275	protein_coding	NUCKS1	39.53	5448	3887
ENSG00000069329	protein_coding	VPS35	38.86	3838	3043
ENSG00000069345	protein_coding	DNAJA2	42.53	3393	2682
ENSG00000069424	protein_coding	KCNAB2	56.04	1195	936
ENSG00000069482	protein_coding	GAL	57.14	25	16
ENSG00000069509	protein_coding	FUNDC1	41.03	1795	1600
ENSG00000069667	protein_coding	RORA	41.64	2521	1603
ENSG00000069702	protein_coding	TGFBR3	42.29	17	10
ENSG00000069849	protein_coding	ATP1B3	40.6	14799	7098
ENSG00000069943	protein_coding	PIGB	39.99	249	223
ENSG00000069956	protein_coding	MAPK6	43.13	898	812
ENSG00000069974	protein_coding	RAB27A	41.6	35	30
ENSG00000070018	protein_coding	LRP6	38.54	1699	1531
ENSG00000070061	protein_coding	ELP1	39.92	622	568
ENSG00000070081	protein_coding	NUCB2	41.44	500	418
ENSG00000070087	protein_coding	PFN2	39.59	10051	5179
ENSG00000070159	protein_coding	PTPN3	45.34	129	87
ENSG00000070182	protein_coding	SPTB	48.21	500	382
ENSG00000070190	protein_coding	DAPP1	38.7	222	201
ENSG00000070214	protein_coding	SLC44A1	38.86	12035	6149
ENSG00000070269	protein_coding	TMEM260	39.13	601	578
ENSG00000070366	protein_coding	SMG6	45.76	856	779
ENSG00000070367	protein_coding	EXOC5	35.94	1509	1346
ENSG00000070404	protein_coding	FSTL3	64.93	36	32
ENSG00000070413	protein_coding	DGCR2	48.62	2228	1884
ENSG00000070444	protein_coding	MNT	61.64	430	412
ENSG00000070476	protein_coding	ZXDC	48.66	259	243
ENSG00000070495	protein_coding	JMJD6	48.83	1231	1135
ENSG00000070501	protein_coding	POLB	40.44	2855	2376
ENSG00000070540	protein_coding	WIPI1	46.58	4613	3421
ENSG00000070610	protein_coding	GBA2	50.7	668	612
ENSG00000070614	protein_coding	NDST1	52.04	1325	1172
ENSG00000070669	protein_coding	ASNS	38.47	524	450
ENSG00000070718	protein_coding	AP3M2	41.4	1058	892
ENSG00000070756	protein_coding	PABPC1	40.75	6324	4665
ENSG00000070759	protein_coding	TESK2	42.23	1176	1038
ENSG00000070761	protein_coding	CFAP20	44.82	1991	1670
ENSG00000070770	protein_coding	CSNK2A2	41.51	200	173
ENSG00000070785	protein_coding	EIF2B3	42.55	788	735
ENSG00000070808	protein_coding	CAMK2A	52.11	1589	1123
ENSG00000070814	protein_coding	TCOF1	52.46	451	419
ENSG00000070882	protein_coding	OSBPL3	40.72	624	514
ENSG00000070961	protein_coding	ATP2B1	36.37	6638	4396
ENSG00000071054	protein_coding	MAP4K4	41.04	5676	4036
ENSG00000071073	protein_coding	MGAT4A	40.02	502	448
ENSG00000071082	protein_coding	RPL31	42.39	24725	9837
ENSG00000071127	protein_coding	WDR1	54.98	2409	2059
ENSG00000071189	protein_coding	SNX13	35.09	1120	1000
ENSG00000071242	protein_coding	RPS6KA2	46.48	29	27
ENSG00000071243	protein_coding	ING3	35.56	759	710
ENSG00000071537	protein_coding	SEL1L	38.48	4140	3195
ENSG00000071553	protein_coding	ATP6AP1	56.75	8271	5266
ENSG00000071564	protein_coding	TCF3	59.56	1642	1484
ENSG00000071575	protein_coding	TRIB2	47.68	106	95
ENSG00000071655	protein_coding	MBD3	58.14	3869	3052
ENSG00000071794	protein_coding	HLTF	35.95	734	698
ENSG00000071859	protein_coding	FAM50A	60.42	890	845
ENSG00000071889	protein_coding	FAM3A	55.32	1098	1034
ENSG00000071894	protein_coding	CPSF1	59.96	242	232
ENSG00000071991	protein_coding	CDH19	32.3	899	821
ENSG00000071994	protein_coding	PDCD2	41.64	803	744
ENSG00000072041	protein_coding	SLC6A15	34.54	245	217
ENSG00000072042	protein_coding	RDH11	42.62	1101	1011
ENSG00000072062	protein_coding	PRKACA	53.35	4634	3075
ENSG00000072071	protein_coding	ADGRL1	56.42	4528	2485
ENSG00000072110	protein_coding	ACTN1	50.81	271	239
ENSG00000072121	protein_coding	ZFYVE26	43	376	356
ENSG00000072134	protein_coding	EPN2	48.72	5205	3842
ENSG00000072135	protein_coding	PTPN18	47.6	1044	810
ENSG00000072163	protein_coding	LIMS2	56.36	3251	2545
ENSG00000072182	protein_coding	ASIC4	56.96	39	32
ENSG00000072195	protein_coding	SPEG	57.57	253	229
ENSG00000072201	protein_coding	LNX1	41.42	152	135
ENSG00000072210	protein_coding	ALDH3A2	45.09	1323	1222
ENSG00000072274	protein_coding	TFRC	42.42	853	787
ENSG00000072310	protein_coding	SREBF1	58.04	742	691
ENSG00000072315	protein_coding	TRPC5	40.24	290	248
ENSG00000072364	protein_coding	AFF4	40.42	3020	2451
ENSG00000072401	protein_coding	UBE2D1	36.06	5506	4029
ENSG00000072415	protein_coding	MPP5	37.55	2472	2103
ENSG00000072501	protein_coding	SMC1A	45.54	1491	1339
ENSG00000072506	protein_coding	HSD17B10	52.02	5139	3762
ENSG00000072518	protein_coding	MARK2	49.65	2078	1827
ENSG00000072609	protein_coding	CHFR	48.69	1511	1347
ENSG00000072657	protein_coding	TRHDE	36.14	1378	636
ENSG00000072694	protein_coding	FCGR2B	47.24	65	56
ENSG00000072736	protein_coding	NFATC3	41.53	490	473
ENSG00000072756	protein_coding	TRNT1	38.87	2238	1933
ENSG00000072778	protein_coding	ACADVL	58.51	1511	1338
ENSG00000072786	protein_coding	STK10	48.99	212	193
ENSG00000072803	protein_coding	FBXW11	39.72	1738	1500
ENSG00000072832	protein_coding	CRMP1	48.99	1237	903
ENSG00000072849	protein_coding	DERL2	41.38	2839	2392
ENSG00000072858	protein_coding	SIDT1	40.79	66	58
ENSG00000072954	protein_coding	TMEM38A	49.91	2555	1916
ENSG00000072958	protein_coding	AP1M1	51.59	1106	1001
ENSG00000073050	protein_coding	XRCC1	50.94	727	693
ENSG00000073060	protein_coding	SCARB1	51.45	765	712
ENSG00000073150	protein_coding	PANX2	64.17	529	436
ENSG00000073417	protein_coding	PDE8A	41.8	3228	2581
ENSG00000073464	protein_coding	CLCN4	45.24	7155	4965
ENSG00000073536	protein_coding	NLE1	52.09	265	252
ENSG00000073578	protein_coding	SDHA	46.02	4900	3605
ENSG00000073584	protein_coding	SMARCE1	37.88	1423	1289
ENSG00000073614	protein_coding	KDM5A	39.44	2091	1796
ENSG00000073670	protein_coding	ADAM11	59.33	526	457
ENSG00000073711	protein_coding	PPP2R3A	39.06	4398	3342
ENSG00000073712	protein_coding	FERMT2	39.3	5408	3838
ENSG00000073792	protein_coding	IGF2BP2	42.54	60	52
ENSG00000073849	protein_coding	ST6GAL1	44.38	1046	967
ENSG00000073910	protein_coding	FRY	39.24	856	747
ENSG00000073921	protein_coding	PICALM	37.29	4451	3396
ENSG00000073969	protein_coding	NSF	38.62	5977	2428
ENSG00000074054	protein_coding	CLASP1	41.05	784	710
